,Unnamed: 0,_id,name,reviews,stars
237,237,65098d07c0f914f3949360c6,Google 사용자,앱이다운이안되요ㅠ 뭐죠? 업데이트가 되지않아서 지우고 다시 해봐도 다운로드가 안되내요,별표 5개 만점에 1개를 받았습니다.
238,238,65098d07c0f914f3949360c7,김만중,좋은 혜택 때문에 주변 친구들 한테도 추천해준 어플이네요 ^^,별표 5개 만점에 5개를 받았습니다.
239,239,65098d07c0f914f3949360c8,양희훈,합리적인 가격에 여러 시설 이용이 가능합니다,별표 5개 만점에 5개를 받았습니다.
240,240,65098d07c0f914f3949360c9,국윤호,사용이 조금 불편해도 편리하고 저렴해서 좋네요,별표 5개 만점에 4개를 받았습니다.
241,241,65098d07c0f914f3949360ca,이정제,저렴하고 주변에 이용시설이 많아 편해요..,별표 5개 만점에 5개를 받았습니다.
242,242,65098d07c0f914f3949360cb,오희성,운동 제휴도 많이 되어있고요 쓰기도 간편 했어요,별표 5개 만점에 5개를 받았습니다.
243,243,65098d07c0f914f3949360cc,Google 사용자,너무 자주 업데이트 로 사용 불편 헬스 앞에서 앱이 안되 20분 허비,별표 5개 만점에 1개를 받았습니다.
244,244,65098d07c0f914f3949360cd,김경식,앱도 편리하게 되어 있고 프로그램도 너무 좋습니다~,별표 5개 만점에 5개를 받았습니다.
245,245,65098d07c0f914f3949360ce,정우진,가끔 오류는 있지만 그래도 가성비 좋아서 잘 쓰고 있습니다,별표 5개 만점에 5개를 받았습니다.
246,246,65098d07c0f914f3949360cf,남자윤유상,라이프 진짜 쓸만한것들이 많음 편의점 카페 빵집 등등 다방면으로 이용가능함,별표 5개 만점에 5개를 받았습니다.
247,247,65098d07c0f914f3949360d0,Tsuboko 1,스포츠 센터 외에 여러 제휴 업체들이 많아서 ㅎ 언제든지 이용가능한게 장점이네요,별표 5개 만점에 5개를 받았습니다.
248,248,65098d07c0f914f3949360d1,Google 사용자,운동뿐만 아니라... 뭐 여러가지 카페라든지 할수 있네요! 굳,별표 5개 만점에 5개를 받았습니다.
